"ORIGIN NET (mindspore)","TARGET NET (pytorch)"
"","LAYER_features_dense_2_16_conv2"
"NN_Conv2d_648","NN_Conv2d_648"
"NN_Conv2d_649","NN_Conv2d_649"
"NN_Conv2d_650","NN_Conv2d_650"
"NN_Conv2d_651","NN_Conv2d_651"
"NN_Conv2d_652","NN_Conv2d_652"
"NN_Conv2d_653","NN_Conv2d_653"
"NN_Conv2d_654","NN_Conv2d_654"
"NN_Conv2d_655","NN_Conv2d_655"
"NN_Conv2d_656","NN_Conv2d_656"
"Functional_concat_34","Torch_cat_34
LAYER_features_dense_2_16
LAYER_features_dense_2_17_bn1"
"NN_BatchNorm2d_657","NN_BatchNorm2d_657"
"NN_BatchNorm2d_658","NN_BatchNorm2d_658"
"NN_BatchNorm2d_659","NN_BatchNorm2d_659"
"NN_BatchNorm2d_660","NN_BatchNorm2d_660"
"NN_BatchNorm2d_661","NN_BatchNorm2d_661"
"NN_BatchNorm2d_662","NN_BatchNorm2d_662"
"NN_BatchNorm2d_663","NN_BatchNorm2d_663"
"NN_BatchNorm2d_664","NN_BatchNorm2d_664"
"NN_BatchNorm2d_665","NN_BatchNorm2d_665"
"Functional_relu_72","Functional_relu_72"
"","LAYER_features_dense_2_17_conv1"
"NN_Conv2d_657","NN_Conv2d_657"
"NN_Conv2d_658","NN_Conv2d_658"
"NN_Conv2d_659","NN_Conv2d_659"
"NN_Conv2d_660","NN_Conv2d_660"
"NN_Conv2d_661","NN_Conv2d_661"
"NN_Conv2d_662","NN_Conv2d_662"
"NN_Conv2d_663","NN_Conv2d_663"
"NN_Conv2d_664","NN_Conv2d_664"
"NN_Conv2d_665","NN_Conv2d_665"
"","LAYER_features_dense_2_17_bn2"
"NN_BatchNorm2d_666","NN_BatchNorm2d_666"
"NN_BatchNorm2d_667","NN_BatchNorm2d_667"
"NN_BatchNorm2d_668","NN_BatchNorm2d_668"
"NN_BatchNorm2d_669","NN_BatchNorm2d_669"
"NN_BatchNorm2d_670","NN_BatchNorm2d_670"
"NN_BatchNorm2d_671","NN_BatchNorm2d_671"
"NN_BatchNorm2d_672","NN_BatchNorm2d_672"
"NN_BatchNorm2d_673","NN_BatchNorm2d_673"
"NN_BatchNorm2d_674","NN_BatchNorm2d_674"
"Functional_relu_73","Functional_relu_73"
"","LAYER_features_dense_2_17_conv2"
"NN_Conv2d_666","NN_Conv2d_666"
"NN_Conv2d_667","NN_Conv2d_667"
"NN_Conv2d_668","NN_Conv2d_668"
"NN_Conv2d_669","NN_Conv2d_669"
"NN_Conv2d_670","NN_Conv2d_670"
"NN_Conv2d_671","NN_Conv2d_671"
"NN_Conv2d_672","NN_Conv2d_672"
"NN_Conv2d_673","NN_Conv2d_673"
"NN_Conv2d_674","NN_Conv2d_674"
"Functional_concat_35","Torch_cat_35
LAYER_features_dense_2_17
LAYER_features_dense_2_18_bn1"
"NN_BatchNorm2d_675","NN_BatchNorm2d_675"
"NN_BatchNorm2d_676","NN_BatchNorm2d_676"
"NN_BatchNorm2d_677","NN_BatchNorm2d_677"
"NN_BatchNorm2d_678","NN_BatchNorm2d_678"
"NN_BatchNorm2d_679","NN_BatchNorm2d_679"
"NN_BatchNorm2d_680","NN_BatchNorm2d_680"
"NN_BatchNorm2d_681","NN_BatchNorm2d_681"
"NN_BatchNorm2d_682","NN_BatchNorm2d_682"
"NN_BatchNorm2d_683","NN_BatchNorm2d_683"
"Functional_relu_74","Functional_relu_74"
"","LAYER_features_dense_2_18_conv1"
"NN_Conv2d_675","NN_Conv2d_675"
"NN_Conv2d_676","NN_Conv2d_676"
"NN_Conv2d_677","NN_Conv2d_677"
"NN_Conv2d_678","NN_Conv2d_678"
"NN_Conv2d_679","NN_Conv2d_679"
"NN_Conv2d_680","NN_Conv2d_680"
"NN_Conv2d_681","NN_Conv2d_681"
"NN_Conv2d_682","NN_Conv2d_682"
"NN_Conv2d_683","NN_Conv2d_683"
"","LAYER_features_dense_2_18_bn2"
"NN_BatchNorm2d_684","NN_BatchNorm2d_684"
"NN_BatchNorm2d_685","NN_BatchNorm2d_685"
"NN_BatchNorm2d_686","NN_BatchNorm2d_686"
"NN_BatchNorm2d_687","NN_BatchNorm2d_687"
"NN_BatchNorm2d_688","NN_BatchNorm2d_688"
"NN_BatchNorm2d_689","NN_BatchNorm2d_689"
"NN_BatchNorm2d_690","NN_BatchNorm2d_690"
"NN_BatchNorm2d_691","NN_BatchNorm2d_691"
"NN_BatchNorm2d_692","NN_BatchNorm2d_692"
"Functional_relu_75","Functional_relu_75"
"","LAYER_features_dense_2_18_conv2"
"NN_Conv2d_684","NN_Conv2d_684"
"NN_Conv2d_685","NN_Conv2d_685"
"NN_Conv2d_686","NN_Conv2d_686"
"NN_Conv2d_687","NN_Conv2d_687"
"NN_Conv2d_688","NN_Conv2d_688"
"NN_Conv2d_689","NN_Conv2d_689"
"NN_Conv2d_690","NN_Conv2d_690"
"NN_Conv2d_691","NN_Conv2d_691"
"NN_Conv2d_692","NN_Conv2d_692"
"Functional_concat_36","Torch_cat_36
LAYER_features_dense_2_18
LAYER_features_dense_2_19_bn1"
"NN_BatchNorm2d_693","NN_BatchNorm2d_693"
"NN_BatchNorm2d_694","NN_BatchNorm2d_694"
"NN_BatchNorm2d_695","NN_BatchNorm2d_695"
"NN_BatchNorm2d_696","NN_BatchNorm2d_696"
"NN_BatchNorm2d_697","NN_BatchNorm2d_697"
"NN_BatchNorm2d_698","NN_BatchNorm2d_698"
"NN_BatchNorm2d_699","NN_BatchNorm2d_699"
"NN_BatchNorm2d_700","NN_BatchNorm2d_700"
"NN_BatchNorm2d_701","NN_BatchNorm2d_701"
"Functional_relu_76","Functional_relu_76"
"","LAYER_features_dense_2_19_conv1"
"NN_Conv2d_693","NN_Conv2d_693"
"NN_Conv2d_694","NN_Conv2d_694"
"NN_Conv2d_695","NN_Conv2d_695"
"NN_Conv2d_696","NN_Conv2d_696"
"NN_Conv2d_697","NN_Conv2d_697"
"NN_Conv2d_698","NN_Conv2d_698"
"NN_Conv2d_699","NN_Conv2d_699"
"NN_Conv2d_700","NN_Conv2d_700"
"NN_Conv2d_701","NN_Conv2d_701"
"","LAYER_features_dense_2_19_bn2"
"NN_BatchNorm2d_702","NN_BatchNorm2d_702"
"NN_BatchNorm2d_703","NN_BatchNorm2d_703"
"NN_BatchNorm2d_704","NN_BatchNorm2d_704"
"NN_BatchNorm2d_705","NN_BatchNorm2d_705"
"NN_BatchNorm2d_706","NN_BatchNorm2d_706"
"NN_BatchNorm2d_707","NN_BatchNorm2d_707"
"NN_BatchNorm2d_708","NN_BatchNorm2d_708"
"NN_BatchNorm2d_709","NN_BatchNorm2d_709"
"NN_BatchNorm2d_710","NN_BatchNorm2d_710"
"Functional_relu_77","Functional_relu_77"
"","LAYER_features_dense_2_19_conv2"
"NN_Conv2d_702","NN_Conv2d_702"
"NN_Conv2d_703","NN_Conv2d_703"
"NN_Conv2d_704","NN_Conv2d_704"
"NN_Conv2d_705","NN_Conv2d_705"
"NN_Conv2d_706","NN_Conv2d_706"
"NN_Conv2d_707","NN_Conv2d_707"
"NN_Conv2d_708","NN_Conv2d_708"
"NN_Conv2d_709","NN_Conv2d_709"
"NN_Conv2d_710","NN_Conv2d_710"
"Functional_concat_37","Torch_cat_37
LAYER_features_dense_2_19
LAYER_features_dense_2_20_bn1"
"NN_BatchNorm2d_711","NN_BatchNorm2d_711"
"NN_BatchNorm2d_712","NN_BatchNorm2d_712"
"NN_BatchNorm2d_713","NN_BatchNorm2d_713"
"NN_BatchNorm2d_714","NN_BatchNorm2d_714"
"NN_BatchNorm2d_715","NN_BatchNorm2d_715"
"NN_BatchNorm2d_716","NN_BatchNorm2d_716"
"NN_BatchNorm2d_717","NN_BatchNorm2d_717"
"NN_BatchNorm2d_718","NN_BatchNorm2d_718"
"NN_BatchNorm2d_719","NN_BatchNorm2d_719"
"Functional_relu_78","Functional_relu_78"
"","LAYER_features_dense_2_20_conv1"
"NN_Conv2d_711","NN_Conv2d_711"
"NN_Conv2d_712","NN_Conv2d_712"
"NN_Conv2d_713","NN_Conv2d_713"
"NN_Conv2d_714","NN_Conv2d_714"
"NN_Conv2d_715","NN_Conv2d_715"
"NN_Conv2d_716","NN_Conv2d_716"
"NN_Conv2d_717","NN_Conv2d_717"
"NN_Conv2d_718","NN_Conv2d_718"
"NN_Conv2d_719","NN_Conv2d_719"
"","LAYER_features_dense_2_20_bn2"
"NN_BatchNorm2d_720","NN_BatchNorm2d_720"
"NN_BatchNorm2d_721","NN_BatchNorm2d_721"
"NN_BatchNorm2d_722","NN_BatchNorm2d_722"
"NN_BatchNorm2d_723","NN_BatchNorm2d_723"
"NN_BatchNorm2d_724","NN_BatchNorm2d_724"
"NN_BatchNorm2d_725","NN_BatchNorm2d_725"
"NN_BatchNorm2d_726","NN_BatchNorm2d_726"
"NN_BatchNorm2d_727","NN_BatchNorm2d_727"
"NN_BatchNorm2d_728","NN_BatchNorm2d_728"
"Functional_relu_79","Functional_relu_79"
"","LAYER_features_dense_2_20_conv2"
"NN_Conv2d_720","NN_Conv2d_720"
"NN_Conv2d_721","NN_Conv2d_721"
"NN_Conv2d_722","NN_Conv2d_722"
"NN_Conv2d_723","NN_Conv2d_723"
"NN_Conv2d_724","NN_Conv2d_724"
"NN_Conv2d_725","NN_Conv2d_725"
"NN_Conv2d_726","NN_Conv2d_726"
"NN_Conv2d_727","NN_Conv2d_727"
"NN_Conv2d_728","NN_Conv2d_728"
"Functional_concat_38","Torch_cat_38
LAYER_features_dense_2_20
LAYER_features_dense_2_21_bn1"
"NN_BatchNorm2d_729","NN_BatchNorm2d_729"
"NN_BatchNorm2d_730","NN_BatchNorm2d_730"
"NN_BatchNorm2d_731","NN_BatchNorm2d_731"
"NN_BatchNorm2d_732","NN_BatchNorm2d_732"
"NN_BatchNorm2d_733","NN_BatchNorm2d_733"
"NN_BatchNorm2d_734","NN_BatchNorm2d_734"
"NN_BatchNorm2d_735","NN_BatchNorm2d_735"
"NN_BatchNorm2d_736","NN_BatchNorm2d_736"
"NN_BatchNorm2d_737","NN_BatchNorm2d_737"
"Functional_relu_80","Functional_relu_80"
"","LAYER_features_dense_2_21_conv1"
"NN_Conv2d_729","NN_Conv2d_729"
"NN_Conv2d_730","NN_Conv2d_730"
"NN_Conv2d_731","NN_Conv2d_731"
"NN_Conv2d_732","NN_Conv2d_732"
"NN_Conv2d_733","NN_Conv2d_733"
"NN_Conv2d_734","NN_Conv2d_734"
"NN_Conv2d_735","NN_Conv2d_735"
"NN_Conv2d_736","NN_Conv2d_736"
"NN_Conv2d_737","NN_Conv2d_737"
"","LAYER_features_dense_2_21_bn2"
"NN_BatchNorm2d_738","NN_BatchNorm2d_738"
"NN_BatchNorm2d_739","NN_BatchNorm2d_739"
"NN_BatchNorm2d_740","NN_BatchNorm2d_740"
"NN_BatchNorm2d_741","NN_BatchNorm2d_741"
"NN_BatchNorm2d_742","NN_BatchNorm2d_742"
"NN_BatchNorm2d_743","NN_BatchNorm2d_743"
"NN_BatchNorm2d_744","NN_BatchNorm2d_744"
"NN_BatchNorm2d_745","NN_BatchNorm2d_745"
"NN_BatchNorm2d_746","NN_BatchNorm2d_746"
"Functional_relu_81","Functional_relu_81"
"","LAYER_features_dense_2_21_conv2"
"NN_Conv2d_738","NN_Conv2d_738"
"NN_Conv2d_739","NN_Conv2d_739"
"NN_Conv2d_740","NN_Conv2d_740"
"NN_Conv2d_741","NN_Conv2d_741"
"NN_Conv2d_742","NN_Conv2d_742"
"NN_Conv2d_743","NN_Conv2d_743"
"NN_Conv2d_744","NN_Conv2d_744"
"NN_Conv2d_745","NN_Conv2d_745"
"NN_Conv2d_746","NN_Conv2d_746"
"Functional_concat_39","Torch_cat_39
LAYER_features_dense_2_21
LAYER_features_dense_2_22_bn1"
"NN_BatchNorm2d_747","NN_BatchNorm2d_747"
"NN_BatchNorm2d_748","NN_BatchNorm2d_748"
"NN_BatchNorm2d_749","NN_BatchNorm2d_749"
"NN_BatchNorm2d_750","NN_BatchNorm2d_750"
"NN_BatchNorm2d_751","NN_BatchNorm2d_751"
"NN_BatchNorm2d_752","NN_BatchNorm2d_752"
"NN_BatchNorm2d_753","NN_BatchNorm2d_753"
"NN_BatchNorm2d_754","NN_BatchNorm2d_754"
"NN_BatchNorm2d_755","NN_BatchNorm2d_755"
"Functional_relu_82","Functional_relu_82"
"","LAYER_features_dense_2_22_conv1"
"NN_Conv2d_747","NN_Conv2d_747"
"NN_Conv2d_748","NN_Conv2d_748"
"NN_Conv2d_749","NN_Conv2d_749"
"NN_Conv2d_750","NN_Conv2d_750"
"NN_Conv2d_751","NN_Conv2d_751"
"NN_Conv2d_752","NN_Conv2d_752"
"NN_Conv2d_753","NN_Conv2d_753"
"NN_Conv2d_754","NN_Conv2d_754"
"NN_Conv2d_755","NN_Conv2d_755"
"","LAYER_features_dense_2_22_bn2"
"NN_BatchNorm2d_756","NN_BatchNorm2d_756"
"NN_BatchNorm2d_757","NN_BatchNorm2d_757"
"NN_BatchNorm2d_758","NN_BatchNorm2d_758"
"NN_BatchNorm2d_759","NN_BatchNorm2d_759"
"NN_BatchNorm2d_760","NN_BatchNorm2d_760"
"NN_BatchNorm2d_761","NN_BatchNorm2d_761"
"NN_BatchNorm2d_762","NN_BatchNorm2d_762"
"NN_BatchNorm2d_763","NN_BatchNorm2d_763"
"NN_BatchNorm2d_764","NN_BatchNorm2d_764"
"Functional_relu_83","Functional_relu_83"
"","LAYER_features_dense_2_22_conv2"
"NN_Conv2d_756","NN_Conv2d_756"
"NN_Conv2d_757","NN_Conv2d_757"
"NN_Conv2d_758","NN_Conv2d_758"
"NN_Conv2d_759","NN_Conv2d_759"
"NN_Conv2d_760","NN_Conv2d_760"
"NN_Conv2d_761","NN_Conv2d_761"
"NN_Conv2d_762","NN_Conv2d_762"
"NN_Conv2d_763","NN_Conv2d_763"
"NN_Conv2d_764","NN_Conv2d_764"
"Functional_concat_40","Torch_cat_40
LAYER_features_dense_2_22
LAYER_features_dense_2_23_bn1"
"NN_BatchNorm2d_765","NN_BatchNorm2d_765"
"NN_BatchNorm2d_766","NN_BatchNorm2d_766"
"NN_BatchNorm2d_767","NN_BatchNorm2d_767"
"NN_BatchNorm2d_768","NN_BatchNorm2d_768"
"NN_BatchNorm2d_769","NN_BatchNorm2d_769"
"NN_BatchNorm2d_770","NN_BatchNorm2d_770"
"NN_BatchNorm2d_771","NN_BatchNorm2d_771"
"NN_BatchNorm2d_772","NN_BatchNorm2d_772"
"NN_BatchNorm2d_773","NN_BatchNorm2d_773"
"Functional_relu_84","Functional_relu_84"
"","LAYER_features_dense_2_23_conv1"
"NN_Conv2d_765","NN_Conv2d_765"
"NN_Conv2d_766","NN_Conv2d_766"
"NN_Conv2d_767","NN_Conv2d_767"
"NN_Conv2d_768","NN_Conv2d_768"
"NN_Conv2d_769","NN_Conv2d_769"
"NN_Conv2d_770","NN_Conv2d_770"
"NN_Conv2d_771","NN_Conv2d_771"
"NN_Conv2d_772","NN_Conv2d_772"
"NN_Conv2d_773","NN_Conv2d_773"
"","LAYER_features_dense_2_23_bn2"
"NN_BatchNorm2d_774","NN_BatchNorm2d_774"
"NN_BatchNorm2d_775","NN_BatchNorm2d_775"
"NN_BatchNorm2d_776","NN_BatchNorm2d_776"
"NN_BatchNorm2d_777","NN_BatchNorm2d_777"
"NN_BatchNorm2d_778","NN_BatchNorm2d_778"
"NN_BatchNorm2d_779","NN_BatchNorm2d_779"
"NN_BatchNorm2d_780","NN_BatchNorm2d_780"
"NN_BatchNorm2d_781","NN_BatchNorm2d_781"
"NN_BatchNorm2d_782","NN_BatchNorm2d_782"
"Functional_relu_85","Functional_relu_85"
"","LAYER_features_dense_2_23_conv2"
"NN_Conv2d_774","NN_Conv2d_774"
"NN_Conv2d_775","NN_Conv2d_775"
"NN_Conv2d_776","NN_Conv2d_776"
"NN_Conv2d_777","NN_Conv2d_777"
"NN_Conv2d_778","NN_Conv2d_778"
"NN_Conv2d_779","NN_Conv2d_779"
"NN_Conv2d_780","NN_Conv2d_780"
"NN_Conv2d_781","NN_Conv2d_781"
"NN_Conv2d_782","NN_Conv2d_782"
"Functional_concat_41","Torch_cat_41
LAYER_features_dense_2_23
LAYER_features_dense_2
LAYER_features_trans_2_bn"
"NN_BatchNorm2d_783","NN_BatchNorm2d_783"
"NN_BatchNorm2d_784","NN_BatchNorm2d_784"
"NN_BatchNorm2d_785","NN_BatchNorm2d_785"
"NN_BatchNorm2d_786","NN_BatchNorm2d_786"
"NN_BatchNorm2d_787","NN_BatchNorm2d_787"
"NN_BatchNorm2d_788","NN_BatchNorm2d_788"
"NN_BatchNorm2d_789","NN_BatchNorm2d_789"
"NN_BatchNorm2d_790","NN_BatchNorm2d_790"
"NN_BatchNorm2d_791","NN_BatchNorm2d_791"
"Functional_relu_86","Functional_relu_86"
"","LAYER_features_trans_2_conv"
"NN_Conv2d_783","NN_Conv2d_783"
"NN_Conv2d_784","NN_Conv2d_784"
"NN_Conv2d_785","NN_Conv2d_785"
"NN_Conv2d_786","NN_Conv2d_786"
"NN_Conv2d_787","NN_Conv2d_787"
"NN_Conv2d_788","NN_Conv2d_788"
"NN_Conv2d_789","NN_Conv2d_789"
"NN_Conv2d_790","NN_Conv2d_790"
"NN_Conv2d_791","NN_Conv2d_791"
"","LAYER_features_trans_2_pool"
"NN_AvgPool2d_18","NN_AvgPool2d_18"
"NN_AvgPool2d_19","NN_AvgPool2d_19"
"NN_AvgPool2d_20","NN_AvgPool2d_20"
"NN_AvgPool2d_21","NN_AvgPool2d_21"
"NN_AvgPool2d_22","NN_AvgPool2d_22"
"NN_AvgPool2d_23","NN_AvgPool2d_23"
"NN_AvgPool2d_24","NN_AvgPool2d_24"
"NN_AvgPool2d_25","NN_AvgPool2d_25"
"NN_AvgPool2d_26","NN_AvgPool2d_26"
"","LAYER_features_trans_2
LAYER_features_dense_3_0_bn1"
"NN_BatchNorm2d_792","NN_BatchNorm2d_792"
"NN_BatchNorm2d_793","NN_BatchNorm2d_793"
"NN_BatchNorm2d_794","NN_BatchNorm2d_794"
"NN_BatchNorm2d_795","NN_BatchNorm2d_795"
"NN_BatchNorm2d_796","NN_BatchNorm2d_796"
"NN_BatchNorm2d_797","NN_BatchNorm2d_797"
"NN_BatchNorm2d_798","NN_BatchNorm2d_798"
"NN_BatchNorm2d_799","NN_BatchNorm2d_799"
"NN_BatchNorm2d_800","NN_BatchNorm2d_800"
"Functional_relu_87","Functional_relu_87"
"","LAYER_features_dense_3_0_conv1"
"NN_Conv2d_792","NN_Conv2d_792"
"NN_Conv2d_793","NN_Conv2d_793"
"NN_Conv2d_794","NN_Conv2d_794"
"NN_Conv2d_795","NN_Conv2d_795"
"NN_Conv2d_796","NN_Conv2d_796"
"NN_Conv2d_797","NN_Conv2d_797"
"NN_Conv2d_798","NN_Conv2d_798"
"NN_Conv2d_799","NN_Conv2d_799"
"NN_Conv2d_800","NN_Conv2d_800"
"","LAYER_features_dense_3_0_bn2"
"NN_BatchNorm2d_801","NN_BatchNorm2d_801"
"NN_BatchNorm2d_802","NN_BatchNorm2d_802"
"NN_BatchNorm2d_803","NN_BatchNorm2d_803"
"NN_BatchNorm2d_804","NN_BatchNorm2d_804"
"NN_BatchNorm2d_805","NN_BatchNorm2d_805"
"NN_BatchNorm2d_806","NN_BatchNorm2d_806"
"NN_BatchNorm2d_807","NN_BatchNorm2d_807"
"NN_BatchNorm2d_808","NN_BatchNorm2d_808"
"NN_BatchNorm2d_809","NN_BatchNorm2d_809"
"Functional_relu_88","Functional_relu_88"
"","LAYER_features_dense_3_0_conv2"
"NN_Conv2d_801","NN_Conv2d_801"
"NN_Conv2d_802","NN_Conv2d_802"
"NN_Conv2d_803","NN_Conv2d_803"
"NN_Conv2d_804","NN_Conv2d_804"
"NN_Conv2d_805","NN_Conv2d_805"
"NN_Conv2d_806","NN_Conv2d_806"
"NN_Conv2d_807","NN_Conv2d_807"
"NN_Conv2d_808","NN_Conv2d_808"
"NN_Conv2d_809","NN_Conv2d_809"
"Functional_concat_42","Torch_cat_42
LAYER_features_dense_3_0
LAYER_features_dense_3_1_bn1"
"NN_BatchNorm2d_810","NN_BatchNorm2d_810"
"NN_BatchNorm2d_811","NN_BatchNorm2d_811"
"NN_BatchNorm2d_812","NN_BatchNorm2d_812"
"NN_BatchNorm2d_813","NN_BatchNorm2d_813"
"NN_BatchNorm2d_814","NN_BatchNorm2d_814"
"NN_BatchNorm2d_815","NN_BatchNorm2d_815"
"NN_BatchNorm2d_816","NN_BatchNorm2d_816"
"NN_BatchNorm2d_817","NN_BatchNorm2d_817"
"NN_BatchNorm2d_818","NN_BatchNorm2d_818"
"Functional_relu_89","Functional_relu_89"
"","LAYER_features_dense_3_1_conv1"
"NN_Conv2d_810","NN_Conv2d_810"
"NN_Conv2d_811","NN_Conv2d_811"
"NN_Conv2d_812","NN_Conv2d_812"
"NN_Conv2d_813","NN_Conv2d_813"
"NN_Conv2d_814","NN_Conv2d_814"
"NN_Conv2d_815","NN_Conv2d_815"
"NN_Conv2d_816","NN_Conv2d_816"
"NN_Conv2d_817","NN_Conv2d_817"
"NN_Conv2d_818","NN_Conv2d_818"
"","LAYER_features_dense_3_1_bn2"
"NN_BatchNorm2d_819","NN_BatchNorm2d_819"
"NN_BatchNorm2d_820","NN_BatchNorm2d_820"
"NN_BatchNorm2d_821","NN_BatchNorm2d_821"
"NN_BatchNorm2d_822","NN_BatchNorm2d_822"
"NN_BatchNorm2d_823","NN_BatchNorm2d_823"
"NN_BatchNorm2d_824","NN_BatchNorm2d_824"
"NN_BatchNorm2d_825","NN_BatchNorm2d_825"
"NN_BatchNorm2d_826","NN_BatchNorm2d_826"
"NN_BatchNorm2d_827","NN_BatchNorm2d_827"
"Functional_relu_90","Functional_relu_90"
"","LAYER_features_dense_3_1_conv2"
"NN_Conv2d_819","NN_Conv2d_819"
"NN_Conv2d_820","NN_Conv2d_820"
"NN_Conv2d_821","NN_Conv2d_821"
"NN_Conv2d_822","NN_Conv2d_822"
"NN_Conv2d_823","NN_Conv2d_823"
"NN_Conv2d_824","NN_Conv2d_824"
"NN_Conv2d_825","NN_Conv2d_825"
"NN_Conv2d_826","NN_Conv2d_826"
"NN_Conv2d_827","NN_Conv2d_827"
"Functional_concat_43","Torch_cat_43
LAYER_features_dense_3_1
LAYER_features_dense_3_2_bn1"
"NN_BatchNorm2d_828","NN_BatchNorm2d_828"
"NN_BatchNorm2d_829","NN_BatchNorm2d_829"
"NN_BatchNorm2d_830","NN_BatchNorm2d_830"
"NN_BatchNorm2d_831","NN_BatchNorm2d_831"
"NN_BatchNorm2d_832","NN_BatchNorm2d_832"
"NN_BatchNorm2d_833","NN_BatchNorm2d_833"
"NN_BatchNorm2d_834","NN_BatchNorm2d_834"
"NN_BatchNorm2d_835","NN_BatchNorm2d_835"
"NN_BatchNorm2d_836","NN_BatchNorm2d_836"
"Functional_relu_91","Functional_relu_91"
"","LAYER_features_dense_3_2_conv1"
"NN_Conv2d_828","NN_Conv2d_828"
"NN_Conv2d_829","NN_Conv2d_829"
"NN_Conv2d_830","NN_Conv2d_830"
"NN_Conv2d_831","NN_Conv2d_831"
"NN_Conv2d_832","NN_Conv2d_832"
"NN_Conv2d_833","NN_Conv2d_833"
"NN_Conv2d_834","NN_Conv2d_834"
"NN_Conv2d_835","NN_Conv2d_835"
"NN_Conv2d_836","NN_Conv2d_836"
"","LAYER_features_dense_3_2_bn2"
"NN_BatchNorm2d_837","NN_BatchNorm2d_837"
"NN_BatchNorm2d_838","NN_BatchNorm2d_838"
"NN_BatchNorm2d_839","NN_BatchNorm2d_839"
"NN_BatchNorm2d_840","NN_BatchNorm2d_840"
"NN_BatchNorm2d_841","NN_BatchNorm2d_841"
"NN_BatchNorm2d_842","NN_BatchNorm2d_842"
"NN_BatchNorm2d_843","NN_BatchNorm2d_843"
"NN_BatchNorm2d_844","NN_BatchNorm2d_844"
"NN_BatchNorm2d_845","NN_BatchNorm2d_845"
"Functional_relu_92","Functional_relu_92"
"","LAYER_features_dense_3_2_conv2"
"NN_Conv2d_837","NN_Conv2d_837"
"NN_Conv2d_838","NN_Conv2d_838"
"NN_Conv2d_839","NN_Conv2d_839"
"NN_Conv2d_840","NN_Conv2d_840"
"NN_Conv2d_841","NN_Conv2d_841"
"NN_Conv2d_842","NN_Conv2d_842"
"NN_Conv2d_843","NN_Conv2d_843"
"NN_Conv2d_844","NN_Conv2d_844"
"NN_Conv2d_845","NN_Conv2d_845"
"Functional_concat_44","Torch_cat_44
LAYER_features_dense_3_2
LAYER_features_dense_3_3_bn1"
"NN_BatchNorm2d_846","NN_BatchNorm2d_846"
"NN_BatchNorm2d_847","NN_BatchNorm2d_847"
"NN_BatchNorm2d_848","NN_BatchNorm2d_848"
"NN_BatchNorm2d_849","NN_BatchNorm2d_849"
"NN_BatchNorm2d_850","NN_BatchNorm2d_850"
"NN_BatchNorm2d_851","NN_BatchNorm2d_851"
"NN_BatchNorm2d_852","NN_BatchNorm2d_852"
"NN_BatchNorm2d_853","NN_BatchNorm2d_853"
"NN_BatchNorm2d_854","NN_BatchNorm2d_854"
"Functional_relu_93","Functional_relu_93"
"","LAYER_features_dense_3_3_conv1"
"NN_Conv2d_846","NN_Conv2d_846"
"NN_Conv2d_847","NN_Conv2d_847"
"NN_Conv2d_848","NN_Conv2d_848"
"NN_Conv2d_849","NN_Conv2d_849"
"NN_Conv2d_850","NN_Conv2d_850"
"NN_Conv2d_851","NN_Conv2d_851"
"NN_Conv2d_852","NN_Conv2d_852"
"NN_Conv2d_853","NN_Conv2d_853"
"NN_Conv2d_854","NN_Conv2d_854"
"","LAYER_features_dense_3_3_bn2"
"NN_BatchNorm2d_855","NN_BatchNorm2d_855"
"NN_BatchNorm2d_856","NN_BatchNorm2d_856"
"NN_BatchNorm2d_857","NN_BatchNorm2d_857"
"NN_BatchNorm2d_858","NN_BatchNorm2d_858"
"NN_BatchNorm2d_859","NN_BatchNorm2d_859"
"NN_BatchNorm2d_860","NN_BatchNorm2d_860"
"NN_BatchNorm2d_861","NN_BatchNorm2d_861"
"NN_BatchNorm2d_862","NN_BatchNorm2d_862"
"NN_BatchNorm2d_863","NN_BatchNorm2d_863"
"Functional_relu_94","Functional_relu_94"
"","LAYER_features_dense_3_3_conv2"
"NN_Conv2d_855","NN_Conv2d_855"
"NN_Conv2d_856","NN_Conv2d_856"
"NN_Conv2d_857","NN_Conv2d_857"
"NN_Conv2d_858","NN_Conv2d_858"
"NN_Conv2d_859","NN_Conv2d_859"
"NN_Conv2d_860","NN_Conv2d_860"
"NN_Conv2d_861","NN_Conv2d_861"
"NN_Conv2d_862","NN_Conv2d_862"
"NN_Conv2d_863","NN_Conv2d_863"
"Functional_concat_45","Torch_cat_45
LAYER_features_dense_3_3
LAYER_features_dense_3_4_bn1"
"NN_BatchNorm2d_864","NN_BatchNorm2d_864"
"NN_BatchNorm2d_865","NN_BatchNorm2d_865"
"NN_BatchNorm2d_866","NN_BatchNorm2d_866"
"NN_BatchNorm2d_867","NN_BatchNorm2d_867"
"NN_BatchNorm2d_868","NN_BatchNorm2d_868"
"NN_BatchNorm2d_869","NN_BatchNorm2d_869"
"NN_BatchNorm2d_870","NN_BatchNorm2d_870"
"NN_BatchNorm2d_871","NN_BatchNorm2d_871"
"NN_BatchNorm2d_872","NN_BatchNorm2d_872"
"Functional_relu_95","Functional_relu_95"
"","LAYER_features_dense_3_4_conv1"
"NN_Conv2d_864","NN_Conv2d_864"
"NN_Conv2d_865","NN_Conv2d_865"
"NN_Conv2d_866","NN_Conv2d_866"
"NN_Conv2d_867","NN_Conv2d_867"
"NN_Conv2d_868","NN_Conv2d_868"
